Gene,overall_primate,class_primate,subtype_primate,meta-cluster_primate,overall_human_NHP,class_human_NHP,subtype_human_NHP,meta-cluster_human_NHP
ADCYAP1,0.998255485,0.959870842,0.934292286,0.879465676,0.999646143,0.953034324,0.873779193,0.825044232
ADCYAP1R1,0.999996461,1,1,0.999412597,0.999991154,1,1,0.999920382
ADD1,0.952041755,0.718593418,0.826838287,0.806006723,0.967887473,0.759213553,0.834302017,0.907161182
ADD2,0.997016985,0.955345011,0.953527955,0.985155697,0.998036093,0.996196037,0.986146497,0.999150743
ADD3,0.996128804,0.998397028,0.99596426,0.947310686,0.994700991,0.999946921,0.997744161,0.98861465
ADGB,0.674861996,0.655858103,0.725444091,0.725134466,0.805652866,0.768157289,0.791193383,0.718161713
ADGRA1,0.944391366,0.996546355,0.993750885,0.997830856,0.973451875,0.999115357,0.998832272,0.9997523
ADGRA2,0.994122435,0.937908705,0.893117481,0.69554494,0.997469922,0.964300248,0.982731776,0.801574664
ADGRA3,0.997607926,0.985714791,0.988895966,0.90022293,0.997832626,0.992489384,0.979861111,0.922863588
ADGRB1,0.999508139,1,0.999978769,0.999830149,1,1,1,0.999601911
ADGRB2,0.998450106,0.981054494,0.996532201,0.987015216,0.999548832,0.984434713,0.997540694,0.996620665
ADGRB3,0.999985846,0.998857042,0.996369427,0.99527247,1,1,0.999991154,0.999946921
ADGRD1,0.794493984,0.852163836,0.696026185,0.742701699,0.833917197,0.9889862,0.898876504,0.796151805
ADGRD2,0.517760085,0.617968861,0.69366242,0.614884996,0.553927813,0.615370665,0.662968861,0.664008316
ADGRE1,0.74935598,0.818407643,0.729373673,0.678949045,0.662323071,0.741330502,0.705732484,0.718533263
ADGRE5,0.920580326,0.99594126,0.940030078,0.919513447,0.934934536,0.998425336,0.987177105,0.884505485
ADGRF1,0.520070771,0.344973461,0.595562633,0.672714084,0.530803255,0.399292286,0.710593595,0.571284501
ADGRF2,0.964685067,0.930192852,0.890900566,0.782848549,0.953025478,0.927490269,0.889932767,0.883983546
ADGRF3,0.711808209,0.779451522,0.754633758,0.584886766,0.819665605,0.921647205,0.881533086,0.618232484
ADGRF4,0.923167021,0.9772523,0.978598726,0.876993984,0.989074664,0.99618719,0.985527247,0.96656051
ADGRG2,0.857908705,0.957285916,0.96108988,0.917269993,0.971886058,0.956577318,0.996580856,0.870612173
ADGRG4,0.641769285,0.68762385,0.739384289,0.769453291,0.517498231,0.382749469,0.55207891,0.542338995
ADGRG6,0.95856334,0.997590234,0.974221515,0.698128096,0.971178344,0.996249115,0.945780255,0.709992038
ADGRG7,0.579741684,0.692645081,0.788878273,0.777678698,0.521735669,0.572474345,0.631404812,0.705710368
ADGRL1,0.968191791,0.941909059,0.972664544,0.973296178,0.936358811,0.952875088,0.946355272,0.95638712
ADGRL2,0.99962845,0.999989384,0.9807431,0.954276362,0.999637297,1,0.998504954,0.946173921
ADGRL3,1,1,1,1,1,1,1,1
ADGRL4,0.998765039,0.943918967,0.901367657,0.635256546,0.997814933,0.906984253,0.911230538,0.768608457
ADGRV1,0.989617834,0.987193914,0.988651805,0.955003539,0.99386058,0.995656405,0.977432767,0.977937013
ADH4,0.658386412,0.661841826,0.623471338,0.516452583,0.754865534,0.756564048,0.836181883,0.780201699
ADH5,0.938092711,0.984800071,0.977349611,0.842866242,0.960580326,0.991458776,0.980179582,0.872509731
ADHFE1,0.998131635,0.995251238,0.997027601,0.926417197,0.999593064,0.996956829,0.994630219,0.863415605
ADI1,0.920552017,0.942124912,0.971180113,0.816848903,0.945559094,0.957731776,0.985876681,0.932988323
ADIG,0.473411182,0.3889862,0.44571833,0.56705414,0.608448337,0.580635173,0.585735138,0.619254246
ADIPOR1,0.919992923,0.625822718,0.540288393,0.656498585,0.910536093,0.618374027,0.565370665,0.546970099
ADIPOR2,0.996326964,0.761229653,0.916820594,0.668361642,0.998841118,0.982572541,0.996974522,0.858222753
ADIRF,0.972045294,0.648926044,0.847898089,0.538283793,0.972390304,0.697996285,0.860885527,0.591618011
ADK,0.867898089,0.891898443,0.935907643,0.874074664,0.862676929,0.84094126,0.926251769,0.904064933
ADM,0.848627035,0.790629866,0.811233192,0.681096957,0.879688606,0.798195329,0.79508581,0.853870311
ADM5,0.499012739,0.477372611,0.564081741,0.572512385,0.534094126,0.404746108,0.68444356,0.573199752
ADNP,0.99601557,0.984242746,0.963979122,0.943140481,0.997239915,0.978759731,0.94719126,0.90623673
ADNP2,0.940736023,0.947687544,0.885707714,0.964122435,0.980847488,0.953016631,0.969904459,0.942639774
ADO,0.856341118,0.974079972,0.865051309,0.682761854,0.954936306,0.999867304,0.999725761,0.89781051
ADORA1,0.999957537,0.999831918,0.963906582,0.97165782,0.999991154,1,0.984784147,0.996204883
ADORA2A,0.515159236,0.47945506,0.459589526,0.590001769,0.285686483,0.422589349,0.32363765,0.516069533
ADORA2B,0.957154989,0.670497169,0.861072187,0.548581033,0.988623496,0.824071125,0.891109342,0.573947275
ADPGK,0.809600142,0.884042817,0.684780609,0.695159236,0.807882166,0.823814579,0.606780786,0.700402512
ADPRH,0.840753715,0.654743454,0.489152512,0.488706653,0.904370134,0.764419674,0.55184448,0.496390658
ADPRHL2,0.780753715,0.819189667,0.889088818,0.958159943,0.879317056,0.950278662,0.994267516,0.953379335
ADPRM,0.4659908,0.427807856,0.378814579,0.243773885,0.649557679,0.719846957,0.483324487,0.452158528
ADRA1A,0.996656051,0.999943383,0.999193206,0.998443029,0.998947275,0.999973461,0.999823071,0.999495754
ADRA1B,0.999525832,0.99106334,0.998945506,0.999953999,0.999902689,0.996160651,0.999115357,0.999973461
ADRA1D,0.973619958,0.977262916,0.997215145,0.999522293,0.96913482,0.971027955,0.997107219,0.999044586
ADRA2A,0.999964614,0.998082095,0.997636235,0.998121019,0.999991154,0.997461076,0.999716914,0.999619604
ADRA2B,0.690276008,0.699412597,0.739522293,0.914016277,0.68272293,0.658660651,0.778596072,0.855776716
ADRA2C,0.790559094,0.956167728,0.742620311,0.797607926,0.643046709,0.950314048,0.722748585,0.967069179
ADRB1,0.999550602,0.996521585,0.99584218,0.99915782,0.999973461,0.999973461,0.999849611,0.999646143
ADRB2,0.984295824,0.764378981,0.770458245,0.47967799,0.988207714,0.736469391,0.871753362,0.394019816
ADRM1,0.78905874,0.760249469,0.870553786,0.835090234,0.695054848,0.633417374,0.784532024,0.724933652
ADSL,0.873474876,0.77888712,0.816365888,0.789129512,0.926220807,0.918320948,0.926698514,0.854025124
ADSS,0.908719038,0.989285209,0.964633758,0.856452583,0.954352442,0.998504954,0.998726115,0.970116773
ADSSL1,0.853527955,0.852285916,0.917464614,0.826185421,0.877167374,0.782094834,0.85086695,0.885571479
ADTRP,0.998007785,0.896893135,0.943918967,0.80990092,0.99915959,0.840366242,0.972275301,0.784717799
AEBP1,0.859798301,0.790472399,0.854695683,0.700967799,0.911004954,0.738309448,0.782864473,0.531059802
AEBP2,0.733665959,0.980682944,0.89014862,0.97554494,0.631970984,0.975185775,0.981188075,0.989393135
AEN,0.958768577,0.959644374,0.850822718,0.777390304,0.990401628,0.999433829,0.980776716,0.96876327
AFAP1,0.972158528,0.919803609,0.946128804,0.991058033,0.986075725,0.930590941,0.920691791,0.98638535
AFAP1L1,0.971217268,0.83052017,0.724798301,0.593780962,0.984704529,0.802344303,0.743657113,0.687154989
AFAP1L2,0.999419674,0.984032201,0.994784147,0.988259023,0.999699222,0.992927282,0.997390304,0.996019108
AFF1,0.993177636,0.992680467,0.993326256,0.913533263,0.994338287,0.998752654,0.997912243,0.859735492
AFF2,0.999915074,0.882082449,0.972952937,0.999097665,0.999920382,0.844183475,0.985288393,0.999849611
AFF3,0.996995754,0.999681529,0.999911536,0.999769993,0.996390658,0.999787686,0.999929229,0.999460368
AFF4,0.988998585,0.875937721,0.84522293,0.67871196,0.993533263,0.913057325,0.897151451,0.740007962
AFG3L2,0.959072895,0.995373319,0.991242038,0.9912385,0.954440906,0.99019816,0.986606511,0.991622435
AFM,0.788163482,0.881134112,0.913423567,0.763204176,0.698584572,0.834359519,0.895634289,0.697571656
AFMID,0.883184713,0.929226822,0.846725053,0.919577141,0.982944091,0.99816879,0.972001062,0.992250531
AFP,0.861847134,0.848600495,0.791342887,0.814716914,0.846974522,0.732408882,0.824920382,0.776123496
AFTPH,0.98584218,0.99863765,0.950996108,0.890109696,0.985368011,0.999654989,0.99633758,0.933143135
AGA,0.747561925,0.876464968,0.754955768,0.846367657,0.820771408,0.944926575,0.873022824,0.864654105
AGAP1,0.99967799,1,0.999582449,0.962131989,0.999911536,1,0.999716914,0.989782378
AGAP2,0.987505308,0.998646497,0.999692144,0.991403043,0.998770347,0.999831918,0.999946921,0.981338464
AGAP3,0.831878981,0.821694975,0.774552371,0.952531847,0.723708422,0.912340764,0.838114827,0.989760262
AGBL1,0.937487615,0.966946214,0.979028662,0.87413305,0.996567587,0.961226115,0.990587403,0.948500531
AGBL2,0.747590234,0.75730184,0.793471338,0.529745223,0.790702406,0.81961695,0.754268401,0.521293347
AGBL3,0.865332626,0.809297594,0.786946214,0.844920382,0.839844303,0.819811571,0.934611642,0.904993808
AGBL5,0.935760793,0.717705237,0.7632431,0.818756192,0.957590234,0.817453999,0.805666136,0.733320064
AGER,0.799854919,0.552303609,0.598987969,0.507676929,0.885474168,0.646253539,0.664494869,0.439317941
AGFG1,0.988542109,0.993754423,0.999171975,0.952868011,0.997080679,0.999964614,0.999991154,0.977162951
AGFG2,0.956503892,0.943888889,0.963750885,0.761947983,0.979467445,0.984368365,0.993170559,0.926561394
AGGF1,0.786012031,0.701289809,0.819501062,0.654421444,0.901565817,0.943037863,0.986124381,0.810659943
AGK,0.766772824,0.863075018,0.909389597,0.872857396,0.836491507,0.875238854,0.968533263,0.984394904
AGL,0.948527955,0.988867657,0.973604034,0.929927459,0.962331918,0.992639774,0.970855449,0.986805556
AGMAT,0.870191083,0.705359165,0.651231423,0.62871196,0.949177282,0.886394197,0.844409059,0.775557325
AGMO,0.936698514,0.874861996,0.780585633,0.833487261,0.993117481,0.988694268,0.946390658,0.891060686
AGO2,0.938000708,0.984865534,0.972855626,0.967321302,0.989605449,0.999646143,0.999274593,0.999610757
AGO4,0.986033263,0.994177282,0.930645789,0.919297594,0.987190375,0.996536624,0.893758846,0.959633758
AGPAT1,0.915516631,0.962197452,0.930083156,0.809842534,0.935810333,0.976203114,0.948518224,0.792396497
AGPAT2,0.923092711,0.986318117,0.865498938,0.913750885,0.921753362,0.996372965,0.858178521,0.978706653
AGPAT3,0.747929936,0.921466737,0.882199222,0.964585987,0.795214084,0.88383758,0.846306617,0.963473107
AGPAT4,0.988262562,0.999815994,0.99990092,0.971036801,0.99571833,1,0.999991154,0.982546001
AGPAT5,0.849150743,0.877121373,0.838336872,0.809697452,0.864596603,0.852614119,0.89987615,0.939030432
AGPS,0.974989384,0.992374381,0.993634112,0.93848903,0.973328025,0.994333864,0.994966384,0.985031847
AGR2,0.828782732,0.862080679,0.896295117,0.731648974,0.70784678,0.801269462,0.786004954,0.420143312
AGR3,0.519122435,0.509545294,0.452446921,0.566457891,0.475955414,0.446426044,0.535509554,0.578914544
AGRN,0.875339703,0.989506369,0.987662774,0.957731776,0.907944091,0.999194975,0.99693029,0.974699222
AGT,0.979214437,0.869670913,0.82269816,0.505210545,0.988995046,0.943913659,0.930179582,0.535828025
AGTPBP1,0.996429582,0.999217976,0.984934536,0.811946214,0.998283793,0.999248054,0.993320948,0.876645435
AGTR1,0.592066525,0.674639066,0.725973107,0.579681529,0.553697806,0.573363411,0.722142604,0.692949398
AGTRAP,0.780127389,0.647185067,0.70955414,0.943421798,0.840136235,0.794820418,0.907258493,0.982731776
AGXT2,0.612678698,0.636845364,0.687062987,0.66393666,0.59658528,0.659700106,0.827300071,0.614198514
AHCTF1,0.811840057,0.865300778,0.897169144,0.750017693,0.896125265,0.968409413,0.995629866,0.893617304
AHCY,0.876645435,0.877476999,0.843559802,0.571790517,0.904564756,0.954078202,0.951897558,0.483381989
AHCYL1,0.997809625,0.995773178,0.913156405,0.799400212,0.998522647,0.999424982,0.896611819,0.843643843
AHCYL2,0.996489738,0.999688606,0.999699222,0.988379335,0.997071833,0.999911536,0.999831918,0.994302902
AHDC1,0.987753008,0.987392074,0.964704529,0.91056971,0.998186483,0.999044586,0.985412243,0.847403574
AHI1,0.917087757,0.997540694,0.998775655,0.998269639,0.898964968,0.999743454,0.999646143,0.997753008
AHNAK,0.994685067,0.973220099,0.946686129,0.668841118,0.998726115,0.944417905,0.928242215,0.5887385
AHNAK2,0.936050955,0.9262615,0.86834041,0.924964614,0.975168082,0.919665605,0.85488765,0.996664897
AHR,0.974299363,0.99618896,0.976783439,0.974156051,0.964375442,0.99081741,0.980537863,0.982603503
AHRR,0.785725407,0.792124912,0.734511677,0.822347841,0.806564048,0.898310333,0.795536978,0.911588818
AHSA1,0.852986553,0.739223284,0.897724699,0.8792339,0.941675513,0.875676752,0.975314048,0.935739561
AHSG,0.85829087,0.67962845,0.617154989,0.509343595,0.934377212,0.792502654,0.835390127,0.727844126
AIDA,0.940442321,0.995452937,0.987848549,0.928145789,0.940994338,0.995930644,0.97487615,0.990118542
AIF1,0.993878273,0.845981953,0.786397735,0.651482661,0.994860226,0.960991684,0.926946214,0.823814579
AIF1L,0.973655343,0.701431352,0.779384289,0.52992569,0.982369073,0.935500708,0.946505662,0.725575018
AIFM1,0.947593772,0.94348903,0.946406582,0.922983015,0.981042109,0.992922859,0.989366596,0.949601911
AIFM2,0.776426044,0.788129866,0.685245931,0.659375442,0.863154636,0.937650389,0.925880219,0.858598726
AIFM3,0.994589526,0.999631989,0.999508139,0.95363765,0.997248762,0.999982307,0.999920382,0.97965322
AIG1,0.976298655,0.999193206,0.998336872,0.994745223,0.958076787,0.998947275,0.998274947,0.997558386
AIM2,0.809932767,0.924341826,0.933062633,0.786556971,0.93638535,0.954078202,0.984054317,0.846452583
AIMP1,0.667215145,0.650332626,0.573083864,0.5564862,0.777998938,0.792768047,0.757329264,0.788291755
AIMP2,0.841864827,0.884210899,0.852126681,0.788931352,0.831617127,0.863853503,0.876840057,0.89680644
AIP,0.594462137,0.654720453,0.689340057,0.739141897,0.691365888,0.700163659,0.578211253,0.515821833
AIPL1,0.682162067,0.74098903,0.75663305,0.636694975,0.655493631,0.748518224,0.709076433,0.662526539
AIRE,0.830937721,0.764985846,0.791779901,0.838798655,0.933014862,0.947399151,0.934483369,0.873655343
AJAP1,1,0.999161359,0.997038217,0.999996461,1,0.997938783,0.992843241,1
AJUBA,0.771036801,0.665201699,0.682167374,0.62556971,0.830785563,0.539118896,0.539800071,0.382528309
AK1,0.942880396,0.998692498,0.996027955,0.850300778,0.958262562,0.998920736,0.993095364,0.655789986
AK2,0.904497523,0.915944798,0.904432059,0.662519462,0.935527247,0.956581741,0.961867481,0.842914013
AK3,0.924090587,0.947048832,0.957908705,0.985102619,0.960615711,0.980281316,0.97758758,0.968152866
AK4,0.999964614,0.999996461,0.999996461,0.999338287,1,1,1,0.999743454
AK5,0.999996461,0.999798301,0.999787686,0.99985138,0.999991154,0.999867304,0.999867304,0.999955768
AK6,0.886355272,0.782305379,0.826031493,0.829228592,0.903113942,0.879808033,0.863765039,0.782342534
AK7,0.79957891,0.806376504,0.729833687,0.728032555,0.859377212,0.953750885,0.902707006,0.854396674
AK8,0.977101911,0.982770701,0.980624558,0.94552017,0.982333687,0.994957537,0.996001415,0.996908174
AK9,0.684773531,0.853331564,0.876397735,0.781247346,0.762022293,0.911774593,0.935536093,0.949938075
AKAP1,0.99371196,0.999541755,0.999642604,0.98759908,0.995921798,0.99914632,0.999867304,0.986119958
AKAP10,0.994423213,0.989946921,0.959440906,0.77383758,0.996010262,0.992330149,0.978627035,0.569749646
AKAP11,0.971440198,0.993443029,0.98834041,0.890212314,0.959094126,0.986270347,0.979998231,0.788995046
AKAP12,0.963573956,0.995258316,0.997052371,0.946296886,0.957988323,0.997080679,0.998858811,0.949049009
AKAP13,0.988453645,0.947395612,0.960628096,0.872783086,0.991790517,0.990636058,0.987190375,0.888486377
AKAP14,0.844048125,0.66861465,0.796265039,0.702347841,0.890976645,0.930670559,0.947310686,0.846846249
AKAP17A,0.793113942,0.777590234,0.727231069,0.762726469,0.721381812,0.681219038,0.686885173,0.933581033
AKAP2,0.79403397,0.919283439,0.871726822,0.6562615,0.817197452,0.983545648,0.90943029,0.804378981
AKAP3,0.558004246,0.54128804,0.564585987,0.363382873,0.647399151,0.664808917,0.794979653,0.551817941
AKAP5,0.993007785,0.975067233,0.994283439,0.99173213,0.998354565,0.9982661,0.999761146,0.99508581
AKAP6,0.999861996,0.999953999,0.994283439,0.987319533,0.999991154,1,0.999734607,0.98663305
AKAP7,0.983676575,0.98391189,0.977254069,0.960256546,0.984695683,0.993568648,0.988685421,0.915069887
AKAP8,0.760314933,0.822860934,0.807018754,0.737756546,0.827459306,0.891056263,0.873836695,0.830882873
AKAP8L,0.939508139,0.932671621,0.941082803,0.921466737,0.993710191,0.99571833,0.997248762,0.966542817
AKAP9,0.999547063,0.984447983,0.99086518,0.994568294,0.999557679,0.99447983,0.985491861,0.996638358
AKIP1,0.895215853,0.828409413,0.648559802,0.794465676,0.957988323,0.897080679,0.763260793,0.968807502
AKIRIN1,0.87064402,0.894400212,0.94106334,0.82336518,0.871956829,0.88408528,0.923708422,0.870612173
AKIRIN2,0.813903043,0.890652866,0.882661005,0.802289455,0.888163482,0.933996815,0.819338287,0.734828379
AKNA,0.988768577,0.985808563,0.998248408,0.76626327,0.993630573,0.976371196,0.997195683,0.618343064
AKNAD1,0.664872611,0.870309625,0.720813871,0.830155697,0.833802194,0.975026539,0.866034147,0.939667374
AKR1A1,0.964692144,0.986394197,0.993174098,0.87111465,0.973345718,0.99447983,0.996072187,0.840016808
AKR1B1,0.852423921,0.853492569,0.792025832,0.814467445,0.890843949,0.882652159,0.880347665,0.848929582
AKR1C1,0.604125973,0.696705591,0.760948337,0.903002477,0.606776362,0.613335987,0.611579972,0.913707537
AKR1D1,0.648878273,0.547754777,0.528467799,0.714219745,0.780130927,0.697505308,0.587906936,0.860155697
AKR1E2,0.793627035,0.791822364,0.919674452,0.930171621,0.830184006,0.767294763,0.891135881,0.921355272
AKR7A2,0.834327672,0.658796886,0.718289101,0.781827672,0.883032555,0.794798301,0.843250177,0.819824841
AKT1,0.849313517,0.957041755,0.925606865,0.779610757,0.912756546,0.991321656,0.988751769,0.692356688
AKT1S1,0.634741684,0.742926398,0.763940198,0.618181175,0.765622788,0.933236023,0.94866419,0.666940906
AKT2,0.951450814,0.946086341,0.956082803,0.812406228,0.969240977,0.918059979,0.928237792,0.856665782
AKT3,0.999982307,0.999048125,0.999858457,1,1,0.999778839,1,1
ALAD,0.741440198,0.610725407,0.695415782,0.640035386,0.875106157,0.748558033,0.75295913,0.644559448
ALAS1,0.921376504,0.959824841,0.95554494,0.673742038,0.975424628,0.995435244,0.986323425,0.754109165
ALAS2,0.567406228,0.632878627,0.643635881,0.553731423,0.625283086,0.628556263,0.705794409,0.617418613
ALB,0.671079264,0.757406228,0.805092003,0.884042817,0.508926044,0.673562456,0.62841472,0.820541401
ALCAM,1,0.999996461,0.999939844,0.999996461,1,0.999991154,0.999858457,0.999991154
ALDH16A1,0.834348903,0.797998938,0.84576787,0.660403397,0.891118188,0.904608988,0.901915251,0.687380573
ALDH18A1,0.949320594,0.919654989,0.889458599,0.819532909,0.980803255,0.99068029,0.966193383,0.83688075
ALDH1A1,0.971019108,0.933299717,0.921944444,0.753543878,0.98309448,0.953697806,0.989118896,0.897363765
ALDH1A2,0.808768577,0.866280962,0.679946921,0.632411536,0.923531493,0.979830149,0.972027601,0.893573071
